일시,구분,자재명,브랜드,종류,규격,수량,단가,금액,담당자,비고,위치
2025-11-05 08:38:00,입고,망치,토네,수공구,10인치,43,59552,2560736,이대리,초도입고,
2025-11-05 08:46:00,출고,파츠클리너,나바켐,케미칼,220ml,18,3703,66654,김기사,수리용출고,
2025-11-05 08:49:00,입고,콤프레서호스,토쿠,에어공구,1/2인치,11,38312,421432,관리자,현장반납입고,
2025-11-05 08:51:00,입고,가죽장갑,세아ESAB,용접자재,3.2mm,110,4354,478940,이대리,안전재고보충,
2025-11-05 08:57:00,입고,엔드밀,와이지원,절삭공구,12x100,140,1528,213920,이대리,초도입고,
2025-11-05 09:13:00,출고,플라이어,세신,수공구,6인치,27,3637,98199,관리자,거래처납품,
2025-11-05 09:16:00,입고,평와셔,삼성볼트,볼트/너트,M16x80,100,52,5200,관리자,안전재고보충,
2025-11-05 09:16:00,입고,레이저레벨,블루버드,측정공구,300mm,22,108863,2394986,최주임,초도입고,
2025-11-05 09:23:00,입고,앙카볼트,KBC,볼트/너트,M16x80,388,135,52380,김기사,안전재고보충,
2025-11-05 09:26:00,출고,버니어캘리퍼스,카프로,측정공구,150mm,46,138498,6370908,김기사,매장판매,
2025-11-05 09:26:00,출고,전산볼트,삼성볼트,볼트/너트,M12x50,161,139,22379,judy,수리용출고,
2025-11-05 09:33:00,출고,용접봉,세아ESAB,용접자재,4.0mm,38,11764,447032,최주임,급출고,
2025-11-05 09:35:00,입고,홀쏘,보쉬,절삭공구,Φ8mm,15,11740,176100,박과장,초도입고,
2025-11-05 09:54:00,입고,레이저레벨,블루버드,측정공구,150mm,12,102126,1225512,judy,초도입고,
2025-11-05 09:55:00,입고,가죽장갑,현대,용접자재,1.2mm,171,33299,5694129,이대리,안전재고보충,
2025-11-05 09:56:00,출고,부식제거제,나바켐,케미칼,420ml,12,18584,223008,박과장,급출고,
2025-11-05 10:06:00,출고,엔드밀,디월트,절삭공구,Φ8mm,69,49078,3386382,이대리,현장출고,
2025-11-05 10:12:00,출고,니플,세진,배관자재,1m,2,15575,31150,최주임,거래처납품,
2025-11-05 10:13:00,입고,엘보,세진,배관자재,2m,23,25791,593193,최주임,초도입고,
2025-11-05 10:22:00,입고,압착단자,대한전선,전기자재,4SQ,4,130499,521996,judy,현장반납입고,
2025-11-05 10:27:00,출고,용접와이어,현대,용접자재,3.2mm,4,40633,162532,이대리,수리용출고,
2025-11-05 10:27:00,입고,사포,노턴,연마공구,80방,29,8878,257462,judy,긴급보충,
2025-11-05 10:32:00,입고,그라인더,마끼다,전동공구,950W,14,220438,3086132,박과장,초도입고,
2025-11-05 10:37:00,입고,케이블타이,대원전선,전기자재,20A,19,103084,1958596,김기사,현장반납입고,
2025-11-05 10:47:00,입고,나사고정제,록타이트,케미칼,4L,179,32865,5882835,박과장,긴급보충,
2025-11-05 10:51:00,입고,윤활방청제,WD-40,케미칼,420ml,153,34368,5258304,judy,초도입고,
2025-11-05 10:53:00,출고,나사고정제,나바켐,케미칼,4L,96,42373,4067808,관리자,거래처납품,
2025-11-05 10:55:00,출고,전선,3M,전기자재,4SQ,1,60575,60575,judy,수리용출고,
2025-11-05 10:58:00,출고,방진마스크,K2,안전용품,270,3,88350,265050,김기사,납품출고,
2025-11-05 11:01:00,출고,육각볼트,세아체결,볼트/너트,M6x1000,457,277,126589,관리자,거래처납품,
2025-11-05 11:10:00,입고,실린더,베스코,유압기기,10톤,2,460191,920382,judy,초도입고,
2025-11-05 11:12:00,출고,토크렌치,블루버드,측정공구,150mm,7,87036,609252,이대리,급출고,
2025-11-05 11:29:00,입고,토크렌치,신콘,측정공구,5m,75,101412,7605900,이대리,초도입고,
2025-11-05 11:35:00,입고,유압잭,besko,유압기기,10톤,17,305003,5185051,최주임,안전재고보충,
2025-11-05 11:48:00,입고,디지털각도기,카프로,측정공구,150mm,43,135577,5829811,박과장,초도입고,
2025-11-05 11:50:00,출고,압착단자,대한전선,전기자재,50A,5,108466,542330,이대리,수리용출고,
2025-11-05 12:04:00,입고,버니어캘리퍼스,카프로,측정공구,150mm,40,124963,4998520,최주임,정기입고,
2025-11-05 12:05:00,출고,PVC파이프,대한파이프,배관자재,20A,27,40953,1105731,judy,현장출고,
2025-11-05 12:07:00,입고,보안경,K2,안전용품,260,95,37027,3517565,최주임,초도입고,
2025-11-05 12:08:00,출고,절단석,3M,연마공구,60방,15,5396,80940,이대리,현장출고,
2025-11-05 12:14:00,입고,절단석,보쉬,연마공구,60방,27,10780,291060,이대리,현장반납입고,
2025-11-05 12:26:00,입고,홀쏘,와이지원,절삭공구,Φ10mm,164,1814,297496,김기사,초도입고,
2025-11-05 12:34:00,출고,토크렌치,카프로,측정공구,300mm,118,191051,22544018,김기사,거래처납품,
2025-11-05 12:44:00,입고,리머,디월트,절삭공구,Φ4mm,5,10452,52260,김기사,안전재고보충,
2025-11-05 12:45:00,입고,멀티탭,3M,전기자재,100mm,7,62219,435533,judy,초도입고,
2025-11-05 12:51:00,출고,홀쏘,보쉬,절삭공구,Φ6mm,129,39372,5078988,judy,거래처납품,
2025-11-05 12:52:00,출고,토크렌치,미스토요,측정공구,10m,74,168420,12463080,김기사,급출고,
2025-11-05 12:55:00,출고,콤프레서호스,SP에어,에어공구,1/2인치,7,95214,666498,judy,매장판매,
2025-11-05 13:00:00,출고,아이볼트,대한,볼트/너트,M6x1000,317,758,240286,김기사,납품출고,
2025-11-05 13:04:00,입고,가죽장갑,세아ESAB,용접자재,자동차광,93,57702,5366286,judy,초도입고,
2025-11-05 13:10:00,입고,리머,디월트,절삭공구,8x75,97,6598,640006,최주임,긴급보충,
2025-11-05 13:23:00,입고,몽키스패너,스탠리,수공구,8인치,19,5466,103854,박과장,초도입고,
2025-11-05 13:34:00,출고,육각너트,KBC,볼트/너트,M10x30,163,2171,353873,judy,납품출고,
2025-11-05 13:39:00,입고,실리콘실란트,불스원,케미칼,360ml,46,11434,525964,박과장,긴급보충,
2025-11-05 13:41:00,입고,케이블타이,서통,전기자재,2.5SQ,95,52535,4990825,최주임,안전재고보충,
2025-11-05 13:42:00,출고,육각볼트,유진볼트,볼트/너트,M6x20,239,656,156784,최주임,현장출고,
2025-11-05 13:42:00,입고,전산볼트,KBC,볼트/너트,M6x20,581,1419,824439,박과장,초도입고,
2025-11-05 13:52:00,입고,토크렌치,블루버드,측정공구,150mm,75,66587,4994025,judy,긴급보충,
2025-11-05 13:54:00,출고,스프링와셔,세아체결,볼트/너트,M6x20,13,1619,21047,judy,급출고,
2025-11-05 14:01:00,입고,탭,와이지원,절삭공구,Φ10mm,174,22420,3901080,최주임,초도입고,
2025-11-05 14:10:00,출고,차단기,대원전선,전기자재,50A,9,120070,1080630,김기사,수리용출고,
2025-11-05 14:11:00,출고,엔드밀,마끼다,절삭공구,Φ6mm,59,29146,1719614,최주임,급출고,
2025-11-05 14:11:00,출고,깊은홈베어링,SKF,베어링,6305,4,67964,271856,김기사,납품출고,
2025-11-05 14:15:00,입고,유압호스,베스코,유압기기,10톤,8,349105,2792840,관리자,거래처입고,
2025-11-05 14:18:00,출고,PVC파이프,KPF,배관자재,20A,9,6872,61848,관리자,현장출고,
2025-11-05 14:20:00,입고,실리콘호스,KPF,배관자재,1m,148,34735,5140780,이대리,정기입고,
2025-11-05 14:20:00,입고,니퍼,토네,수공구,8인치,25,46647,1166175,judy,초도입고,
2025-11-05 14:22:00,입고,사포,대성연마,연마공구,60방,127,5465,694055,김기사,안전재고보충,
2025-11-05 14:23:00,입고,니퍼,세신,수공구,12인치,15,55882,838230,이대리,긴급보충,
2025-11-05 14:27:00,출고,해머드릴,보쉬,전동공구,750W,2,213994,427988,judy,급출고,
2025-11-05 14:34:00,출고,엔드밀,와이지원,절삭공구,8x75,40,24353,974120,박과장,현장출고,
2025-11-05 14:39:00,입고,원형톱,보쉬,전동공구,18V,4,237688,950752,최주임,초도입고,
2025-11-05 14:51:00,출고,볼밸브,KPF,배관자재,40A,3,25715,77145,김기사,거래처납품,
2025-11-05 14:54:00,입고,몽키스패너,세신,수공구,10인치,75,14507,1088025,최주임,안전재고보충,
2025-11-05 14:55:00,입고,임팩드라이버,마끼다,전동공구,12V,4,321781,1287124,관리자,정기입고,
2025-11-05 14:58:00,입고,드릴비트,마끼다,절삭공구,Φ10mm,19,27520,522880,김기사,초도입고,
2025-11-05 15:10:00,출고,버니어캘리퍼스,미스토요,측정공구,300mm,53,40232,2132296,judy,매장판매,
2025-11-05 15:17:00,입고,그라인더,밀워키,전동공구,950W,5,164797,823985,김기사,초도입고,
2025-11-05 15:21:00,입고,용접와이어,코리아웰드,용접자재,2.6mm,40,30475,1219000,박과장,거래처입고,
2025-11-05 15:30:00,입고,육각볼트,대한,볼트/너트,M6x20,186,1498,278628,judy,현장반납입고,
2025-11-05 15:36:00,입고,줄자,신콘,측정공구,300mm,101,21777,2199477,박과장,초도입고,
2025-11-05 15:42:00,출고,실린더,besko,유압기기,2톤,1,261640,261640,이대리,납품출고,
2025-11-05 15:42:00,출고,PVC파이프,세진,배관자재,20A,8,11607,92856,김기사,거래처납품,
2025-11-05 15:47:00,입고,토크렌치,신콘,측정공구,150mm,84,47285,3971940,관리자,현장반납입고,
2025-11-05 15:55:00,입고,PVC파이프,대한파이프,배관자재,3m,14,1578,22092,최주임,초도입고,
2025-11-05 16:03:00,출고,유압호스,besko,유압기기,5톤,2,277341,554682,최주임,현장출고,
2025-11-05 16:14:00,입고,필로우블록,KOYO,베어링,UCP205,50,84881,4244050,judy,거래처입고,
2025-11-05 16:14:00,입고,유압호스,베스코,유압기기,2m,9,302538,2722842,관리자,초도입고,
2025-11-05 16:17:00,출고,케이블타이,3M,전기자재,2.5SQ,12,28146,337752,박과장,급출고,
2025-11-05 16:18:00,출고,부식제거제,불스원,케미칼,220ml,44,42086,1851784,이대리,수리용출고,
2025-11-05 16:31:00,출고,실린더,베스코,유압기기,20톤,1,419849,419849,이대리,현장출고,
2025-11-05 16:32:00,출고,임팩드라이버,보쉬,전동공구,18V,2,219860,439720,박과장,매장판매,
2025-11-05 16:33:00,입고,탭,디월트,절삭공구,8x75,23,40832,939136,박과장,초도입고,
2025-11-05 16:38:00,출고,니들베어링,SKF,베어링,30205,16,3414,54624,judy,현장출고,
2025-11-05 16:48:00,출고,줄자,카프로,측정공구,40m,18,160671,2892078,김기사,거래처납품,
2025-11-05 16:52:00,입고,몽키스패너,세신,수공구,세트,159,55116,8763444,김기사,초도입고,
2025-11-05 16:54:00,입고,엔드밀,디월트,절삭공구,Φ8mm,53,44220,2343660,최주임,월초보충,
2025-11-05 17:11:00,입고,유압호스,베스코,유압기기,2톤,6,80484,482904,이대리,초도입고,
2025-11-05 17:23:00,입고,연마석,노턴,연마공구,5인치,60,12299,737940,관리자,거래처입고,
2025-11-05 17:30:00,입고,안전화,K2,안전용품,M,17,3702,62934,박과장,초도입고,
2025-11-05 17:33:00,입고,보안경,유한킴벌리,안전용품,M,101,51560,5207560,관리자,안전재고보충,
2025-11-05 17:37:00,출고,실리콘실란트,WD-40,케미칼,220ml,76,38879,2954804,최주임,수리용출고,
2025-11-05 17:49:00,출고,압착단자,대한전선,전기자재,4SQ,10,140643,1406430,김기사,매장판매,
2025-11-05 17:49:00,입고,앙카볼트,유진볼트,볼트/너트,M6x1000,719,1663,1195697,이대리,월초보충,
2025-11-05 17:49:00,출고,충전드릴,디월트,전동공구,20V MAX,2,611497,1222994,judy,수리용출고,
2025-11-05 17:49:00,입고,플랩디스크,보쉬,연마공구,5인치,32,395,12640,judy,초도입고,
2025-11-05 17:51:00,입고,홀쏘,와이지원,절삭공구,Φ8mm,165,32880,5425200,김기사,월초보충,
2025-11-05 17:51:00,입고,해머드릴,디월트,전동공구,750W,17,334379,5684443,김기사,월초보충,
2025-11-05 17:51:00,출고,유압잭,베스코,유압기기,3m,3,113169,339507,박과장,매장판매,
2025-11-05 17:57:00,출고,부식제거제,나바켐,케미칼,1L,32,8198,262336,박과장,수리용출고,
2025-11-05 18:08:00,출고,플라이어,스탠리,수공구,6인치,52,45646,2373592,박과장,매장판매,
2025-11-05 18:08:00,입고,멀티탭,대한전선,전기자재,20A,21,17558,368718,김기사,초도입고,
2025-11-05 18:13:00,입고,유압잭,besko,유압기기,2m,10,53624,536240,박과장,긴급보충,
2025-11-05 18:19:00,출고,그라인더,계양,전동공구,18V,4,389387,1557548,이대리,수리용출고,
2025-11-05 18:27:00,입고,앙카볼트,대한,볼트/너트,M16x80,431,1456,627536,이대리,초도입고,
2025-11-05 18:34:00,출고,아이볼트,대한,볼트/너트,M12x50,149,1942,289358,관리자,수리용출고,
2025-11-05 18:34:00,입고,실린더,에너팩,유압기기,2m,11,408813,4496943,김기사,월초보충,
2025-11-05 18:39:00,입고,멀티탭,대원전선,전기자재,1.5SQ,31,118041,3659271,judy,월초보충,
2025-11-05 18:46:00,입고,플랩디스크,대성연마,연마공구,80방,35,12235,428225,박과장,초도입고,
2025-11-05 19:05:00,입고,실린더,에너팩,유압기기,3m,14,324175,4538450,최주임,거래처입고,
2025-11-05 19:05:00,입고,아이볼트,대한,볼트/너트,M16x80,248,716,177568,김기사,초도입고,
2025-11-05 19:16:00,출고,깊은홈베어링,NSK,베어링,6201,5,80545,402725,김기사,현장출고,
2025-11-05 19:23:00,입고,방진마스크,K2,안전용품,260,2,59536,119072,이대리,현장반납입고,
2025-11-05 19:24:00,입고,아이볼트,세아체결,볼트/너트,M8,142,694,98548,관리자,초도입고,
2025-11-05 19:41:00,입고,방진마스크,네파세이프티,안전용품,270,1,21090,21090,박과장,현장반납입고,
2025-11-05 19:43:00,입고,해머드릴,디월트,전동공구,18V,1,168998,168998,이대리,초도입고,
2025-11-05 19:49:00,입고,안전화,3M,안전용품,XL,51,40750,2078250,관리자,거래처입고,
2025-11-05 19:53:00,입고,스프링와셔,KBC,볼트/너트,M6x20,476,178,84728,이대리,정기입고,
2025-11-05 20:02:00,출고,용접면,고려용접봉,용접자재,3.2mm,1,49769,49769,judy,거래처납품,
2025-11-05 20:02:00,입고,원형톱,보쉬,전동공구,950W,15,180526,2707890,이대리,초도입고,
2025-11-05 20:21:00,입고,안전장갑,유한킴벌리,안전용품,L,139,11265,1565835,관리자,초도입고,
2025-11-05 20:26:00,출고,임팩드라이버,밀워키,전동공구,18V,4,273071,1092284,김기사,거래처납품,
2025-11-05 20:40:00,입고,차단기,대원전선,전기자재,1.5SQ,21,55197,1159137,박과장,초도입고,
2025-11-05 20:44:00,출고,연마석,대성연마,연마공구,5인치,18,17374,312732,관리자,현장출고,
2025-11-05 20:46:00,입고,버니어캘리퍼스,블루버드,측정공구,150mm,104,99389,10336456,김기사,긴급보충,
2025-11-05 20:49:00,입고,디지털각도기,카프로,측정공구,1/2인치,130,67500,8775000,김기사,긴급보충,
2025-11-05 20:59:00,출고,탭,와이지원,절삭공구,Φ10mm,50,22875,1143750,관리자,급출고,
2025-11-05 20:59:00,입고,가죽장갑,현대,용접자재,자동차광,30,89232,2676960,관리자,초도입고,
2025-11-05 21:13:00,출고,드릴비트,마끼다,절삭공구,Φ10mm,1,30372,30372,관리자,거래처납품,
2025-11-05 21:17:00,출고,실리콘호스,대한파이프,배관자재,40A,13,32637,424281,최주임,매장판매,
2025-11-05 21:18:00,입고,해머드릴,밀워키,전동공구,950W,16,257011,4112176,관리자,초도입고,
2025-11-05 21:24:00,입고,평와셔,삼성볼트,볼트/너트,M16x80,604,62,37448,김기사,안전재고보충,
2025-11-05 21:31:00,출고,실리콘호스,세진,배관자재,2m,15,19115,286725,관리자,거래처납품,
2025-11-05 21:37:00,입고,앙카볼트,세아체결,볼트/너트,M10x30,226,1556,351656,최주임,초도입고,
2025-11-05 21:53:00,입고,임팩드라이버,마끼다,전동공구,12V,17,407460,6926820,관리자,긴급보충,
2025-11-05 21:56:00,입고,원형톱,보쉬,전동공구,12V,7,275213,1926491,judy,초도입고,
2025-11-05 22:15:00,입고,앙카볼트,유진볼트,볼트/너트,M8,225,1251,281475,김기사,초도입고,
2025-11-05 22:16:00,입고,전산볼트,삼성볼트,볼트/너트,M12x50,387,98,37926,김기사,월초보충,
2025-11-05 22:23:00,입고,아이볼트,대한,볼트/너트,M12x50,1826,1431,2613006,관리자,안전재고보충,
2025-11-05 22:25:00,출고,리머,디월트,절삭공구,Φ8mm,40,29633,1185320,관리자,매장판매,
2025-11-05 22:33:00,출고,유압호스,베스코,유압기기,20톤,3,192763,578289,judy,현장출고,
2025-11-05 22:34:00,입고,임팩드라이버,밀워키,전동공구,12V,13,336258,4371354,박과장,초도입고,
2025-11-05 22:40:00,출고,부식제거제,록타이트,케미칼,1L,3,28740,86220,관리자,매장판매,
2025-11-05 22:46:00,입고,육각볼트,KBC,볼트/너트,M12x50,2199,1093,2403507,김기사,정기입고,
2025-11-05 22:48:00,입고,사포,보쉬,연마공구,120방,13,15053,195689,최주임,거래처입고,
2025-11-05 22:49:00,입고,케이블타이,LS,전기자재,2.5SQ,5,22088,110440,이대리,거래처입고,
2025-11-05 22:50:00,출고,버니어캘리퍼스,신콘,측정공구,40m,111,23449,2602839,최주임,현장출고,
2025-11-05 22:53:00,입고,에어임팩,잉가솔랜드,에어공구,1/2인치,142,215582,30612644,judy,초도입고,
2025-11-05 22:55:00,출고,안전장갑,3M,안전용품,L,163,62670,10215210,김기사,거래처납품,
2025-11-05 23:05:00,출고,절단석,보쉬,연마공구,80방,6,5265,31590,관리자,매장판매,
2025-11-05 23:05:00,출고,필로우블록,SKF,베어링,6202,99,21551,2133549,이대리,납품출고,
2025-11-05 23:12:00,입고,충전드릴,보쉬,전동공구,950W,6,77557,465342,judy,초도입고,
2025-11-05 23:18:00,입고,안전화,3M,안전용품,M,59,4105,242195,이대리,안전재고보충,
2025-11-05 23:24:00,출고,레이저레벨,블루버드,측정공구,150mm,11,123381,1357191,관리자,매장판매,
2025-11-05 23:27:00,출고,에어라쳇,토쿠,에어공구,10m,2,299016,598032,관리자,급출고,
2025-11-05 23:29:00,출고,줄자,신콘,측정공구,300mm,83,22201,1842683,judy,현장출고,
2025-11-05 23:31:00,입고,부식제거제,록타이트,케미칼,220ml,132,23317,3077844,관리자,초도입고,
2025-11-05 23:50:00,입고,PVC파이프,KPF,배관자재,2m,100,3054,305400,박과장,초도입고,
2025-11-06 00:05:00,출고,아이볼트,세아체결,볼트/너트,M6x1000,102,1809,184518,김기사,매장판매,
2025-11-06 00:08:00,출고,엘보,세진,배관자재,2m,1,31045,31045,이대리,급출고,
2025-11-06 00:09:00,입고,부식제거제,WD-40,케미칼,500ml,137,24818,3400066,관리자,초도입고,
2025-11-06 00:10:00,입고,충전드릴,보쉬,전동공구,12V,7,216106,1512742,judy,월초보충,
2025-11-06 00:28:00,입고,육각볼트,유진볼트,볼트/너트,M6x1000,227,702,159354,박과장,초도입고,
2025-11-06 00:47:00,입고,안전장갑,K2,안전용품,270,34,61110,2077740,최주임,초도입고,
2025-11-06 00:48:00,입고,스프링와셔,대한,볼트/너트,M12x50,2239,822,1840458,김기사,거래처입고,
2025-11-06 00:57:00,출고,윤활방청제,록타이트,케미칼,360ml,153,21201,3243753,이대리,현장출고,
2025-11-06 01:06:00,출고,가죽장갑,현대,용접자재,3.2mm,5,104456,522280,김기사,거래처납품,
2025-11-06 01:06:00,입고,전선,서통,전기자재,100mm,23,74695,1717985,judy,초도입고,
2025-11-06 01:07:00,출고,망치,토네,수공구,12인치,68,38397,2610996,judy,급출고,
2025-11-06 01:21:00,출고,엘보,세진,배관자재,25A,1,46780,46780,이대리,거래처납품,
2025-11-06 01:25:00,출고,디지털각도기,신콘,측정공구,150mm,37,225203,8332511,김기사,수리용출고,
2025-11-06 01:25:00,입고,니들베어링,FAG,베어링,UCP205,45,50815,2286675,이대리,초도입고,
2025-11-06 01:36:00,출고,앙카볼트,대한,볼트/너트,M10x30,137,1210,165770,박과장,수리용출고,
2025-11-06 01:39:00,입고,레이저레벨,카프로,측정공구,1/2인치,7,56359,394513,최주임,안전재고보충,
2025-11-06 01:44:00,입고,보안경,3M,안전용품,M,104,72315,7520760,judy,초도입고,
2025-11-06 01:52:00,출고,평와셔,삼성볼트,볼트/너트,M8,21,1246,26166,이대리,납품출고,
2025-11-06 02:03:00,입고,안전화,네파세이프티,안전용품,L,12,67093,805116,judy,초도입고,
2025-11-06 02:15:00,입고,에어건,잉가솔랜드,에어공구,1/4인치,88,237056,20860928,관리자,거래처입고,
2025-11-06 02:22:00,입고,탭,마끼다,절삭공구,12x100,139,19984,2777776,관리자,초도입고,
2025-11-06 02:27:00,입고,플랩디스크,3M,연마공구,60방,121,8966,1084886,이대리,거래처입고,
2025-11-06 02:29:00,입고,임팩드라이버,밀워키,전동공구,750W,8,220951,1767608,judy,정기입고,
2025-11-06 02:41:00,입고,케이블타이,대한전선,전기자재,2.5SQ,29,12828,372012,judy,초도입고,
2025-11-06 02:42:00,입고,해머드릴,디월트,전동공구,18V,14,147833,2069662,김기사,거래처입고,
2025-11-06 02:45:00,출고,육각볼트,세아체결,볼트/너트,M6x20,695,741,514995,judy,급출고,
2025-11-06 03:00:00,입고,테이퍼베어링,NSK,베어링,6201,35,26518,928130,관리자,초도입고,
2025-11-06 03:13:00,출고,임팩드라이버,보쉬,전동공구,750W,1,219253,219253,관리자,현장출고,
2025-11-06 03:19:00,입고,용접와이어,고려용접봉,용접자재,2.6mm,12,92228,1106736,김기사,초도입고,
2025-11-06 03:20:00,출고,압착단자,3M,전기자재,4SQ,31,30216,936696,judy,현장출고,
2025-11-06 03:28:00,출고,해머드릴,밀워키,전동공구,20V MAX,5,93341,466705,최주임,거래처납품,
2025-11-06 03:38:00,입고,토크렌치,신콘,측정공구,10m,90,132627,11936430,박과장,초도입고,
2025-11-06 03:39:00,입고,전선,LS,전기자재,1.5SQ,2,73282,146564,관리자,월초보충,
2025-11-06 03:55:00,출고,스프링와셔,삼성볼트,볼트/너트,M6x1000,165,557,91905,김기사,거래처납품,
2025-11-06 03:57:00,입고,아이볼트,대한,볼트/너트,M6x20,297,730,216810,최주임,초도입고,
2025-11-06 04:16:00,입고,윤활방청제,불스원,케미칼,1L,49,29456,1443344,김기사,초도입고,
2025-11-06 04:26:00,출고,윤활방청제,WD-40,케미칼,420ml,8,41256,330048,이대리,수리용출고,
2025-11-06 04:35:00,입고,연마석,3M,연마공구,5인치,136,2372,322592,이대리,초도입고,
2025-11-06 04:38:00,입고,앙카볼트,유진볼트,볼트/너트,M16x80,607,341,206987,김기사,현장반납입고,
2025-11-06 04:38:00,출고,임팩드라이버,밀워키,전동공구,12V,1,351455,351455,박과장,현장출고,
2025-11-06 04:41:00,출고,몽키스패너,스탠리,수공구,10인치,29,52424,1520296,최주임,납품출고,
2025-11-06 04:41:00,입고,실리콘실란트,록타이트,케미칼,420ml,156,21450,3346200,박과장,안전재고보충,
2025-11-06 04:54:00,입고,해머드릴,밀워키,전동공구,750W,12,250934,3011208,최주임,초도입고,
2025-11-06 04:56:00,출고,드릴비트,디월트,절삭공구,Φ4mm,9,2046,18414,관리자,거래처납품,
2025-11-06 05:03:00,출고,디지털각도기,카프로,측정공구,40m,104,162043,16852472,김기사,거래처납품,
2025-11-06 05:09:00,출고,나사고정제,불스원,케미칼,420ml,59,38115,2248785,judy,납품출고,
2025-11-06 05:12:00,출고,에어건,잉가솔랜드,에어공구,3/8인치,274,169559,46459166,관리자,수리용출고,
2025-11-06 05:13:00,입고,버니어캘리퍼스,블루버드,측정공구,1/2인치,103,63255,6515265,관리자,초도입고,
2025-11-06 05:21:00,입고,디지털각도기,카프로,측정공구,150mm,171,154795,26469945,judy,월초보충,
2025-11-06 05:32:00,입고,니플,세진,배관자재,20A,117,33788,3953196,최주임,초도입고,
2025-11-06 05:41:00,출고,에어건,잉가솔랜드,에어공구,10m,95,230885,21934075,이대리,현장출고,
2025-11-06 05:51:00,입고,용접봉,현대,용접자재,자동차광,17,77515,1317755,최주임,초도입고,
2025-11-06 05:53:00,출고,사포,보쉬,연마공구,80방,7,12417,86919,최주임,거래처납품,
2025-11-06 05:59:00,출고,플라이어,스탠리,수공구,12인치,27,51541,1391607,judy,현장출고,
2025-11-06 06:10:00,입고,줄자,블루버드,측정공구,150mm,83,141032,11705656,김기사,초도입고,
2025-11-06 06:15:00,입고,레이저레벨,카프로,측정공구,150mm,129,11552,1490208,judy,현장반납입고,
2025-11-06 06:28:00,출고,안전장갑,K2,안전용품,XL,8,67333,538664,이대리,매장판매,
2025-11-06 06:29:00,입고,용접와이어,세아ESAB,용접자재,1.2mm,132,27499,3629868,관리자,초도입고,
2025-11-06 06:32:00,입고,충전드릴,디월트,전동공구,20V MAX,7,484891,3394237,관리자,월초보충,
2025-11-06 06:48:00,입고,임팩드라이버,마끼다,전동공구,750W,13,516141,6709833,최주임,초도입고,
2025-11-06 06:52:00,입고,해머드릴,보쉬,전동공구,12V,13,506315,6582095,관리자,월초보충,
2025-11-06 07:07:00,입고,윤활방청제,WD-40,케미칼,500ml,103,33488,3449264,judy,초도입고,
2025-11-06 07:08:00,출고,연마석,노턴,연마공구,5인치,27,11298,305046,김기사,현장출고,
2025-11-06 07:13:00,입고,윤활방청제,나바켐,케미칼,500ml,146,16748,2445208,이대리,안전재고보충,
2025-11-06 07:14:00,출고,깊은홈베어링,KOYO,베어링,30205,161,29304,4717944,박과장,매장판매,
2025-11-06 07:25:00,출고,육각볼트,유진볼트,볼트/너트,M12x50,501,1986,994986,이대리,납품출고,
2025-11-06 07:26:00,입고,스프링와셔,유진볼트,볼트/너트,M18x90,478,475,227050,최주임,초도입고,
2025-11-06 07:28:00,입고,엘보,세진,배관자재,2m,24,22537,540888,이대리,월초보충,
2025-11-06 07:36:00,출고,홀쏘,와이지원,절삭공구,Φ10mm,54,2108,113832,관리자,현장출고,
2025-11-06 07:45:00,입고,에어건,토쿠,에어공구,3/8인치,170,149334,25386780,박과장,긴급보충,
2025-11-06 07:45:00,입고,절단석,노턴,연마공구,5인치,25,7642,191050,이대리,초도입고,
2025-11-06 07:53:00,입고,해머드릴,밀워키,전동공구,20V MAX,7,97750,684250,judy,현장반납입고,
2025-11-06 07:58:00,출고,전산볼트,삼성볼트,볼트/너트,M10x30,518,629,325822,judy,현장출고,
2025-11-06 08:04:00,출고,니들베어링,KOYO,베어링,6201,20,4230,84600,이대리,급출고,
2025-11-06 08:04:00,입고,플라이어,토네,수공구,6인치,59,54407,3210013,judy,초도입고,
2025-11-06 08:09:00,입고,부식제거제,불스원,케미칼,220ml,73,38234,2791082,박과장,정기입고,
2025-11-06 08:20:00,입고,부식제거제,록타이트,케미칼,1L,56,22589,1264984,박과장,현장반납입고,
2025-11-06 08:23:00,입고,앙카볼트,KBC,볼트/너트,M6x1000,1183,221,261443,김기사,초도입고,
2025-11-06 08:41:00,출고,플랩디스크,보쉬,연마공구,5인치,6,537,3222,이대리,납품출고,
2025-11-06 08:42:00,입고,전산볼트,KBC,볼트/너트,M12x50,743,264,196152,judy,초도입고,
2025-11-06 09:01:00,입고,니퍼,스탠리,수공구,10인치,78,32307,2519946,김기사,초도입고,
2025-11-06 09:20:00,입고,가죽장갑,고려용접봉,용접자재,4.0mm,29,48018,1392522,관리자,초도입고,
2025-11-06 09:39:00,입고,원형톱,마끼다,전동공구,750W,11,224568,2470248,관리자,초도입고,
2025-11-06 09:40:00,입고,실리콘호스,세진,배관자재,2m,5,17558,87790,judy,현장반납입고,
2025-11-06 09:43:00,출고,육각너트,삼성볼트,볼트/너트,M12x50,183,376,68808,김기사,매장판매,
2025-11-06 09:45:00,입고,육각볼트,삼성볼트,볼트/너트,M8,1044,1031,1076364,김기사,거래처입고,
2025-11-06 09:58:00,입고,토크렌치,카프로,측정공구,300mm,81,183944,14899464,김기사,월초보충,
